"date","date_obs","heure_obs","temperature_eau_c"
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2016-09-21,2016-09-21,"11:00:00",14.6
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2017-09-15,2017-09-15,"09:30:00",17.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2018-09-07,2018-09-07,"10:30:00",14.5
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2019-09-13,2019-09-13,"10:00:00",11.9
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2020-09-18,2020-09-18,"10:15:00",11.2
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2021-09-24,2021-09-24,"10:00:00",14.5
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2016-09-23,2016-09-23,"09:30:00",12
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2021-09-17,2021-09-17,"11:00:00",13.8
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2017-10-02,2017-10-02,"12:30:00",10.1
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2016-09-27,2016-09-27,"09:30:00",9
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2020-09-24,2020-09-24,"11:00:00",8.5
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2019-09-09,2019-09-09,"11:07:00",11
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-21,2017-09-21,"13:30:00",15
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2017-09-22,2017-09-22,"10:00:00",14
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2016-09-27,2016-09-27,"16:15:00",11.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2017-09-07,2017-09-07,"08:40:00",14.9
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2018-09-05,2018-09-05,"11:30:00",19.1
2019-09-23,2019-09-23,"09:30:00",16.5
2019-09-23,2019-09-23,"09:30:00",16.5
